Gene,AUC,clusts,p.value,,,,
Siah1b,0.923509561,10,0.000455346,,,,
Tek,0.923509561,10,7.02E-12,,,,
Slc22a23,0.923509561,10,9.53E-05,,,,
Auts2,0.923509561,10,0.000465204,,,,
Snx11,0.923228346,10,0.000115617,,,,
Tctn1,0.923087739,10,1.23E-12,,,,
Gm5434,0.923087739,10,0.000524664,,,,
Manba,0.922947132,10,5.00E-06,,,,
Zdhhc13,0.922947132,10,0.000187968,,,,
Slc2a9,0.922806524,10,1.14E-09,,,,
Pik3c2g,0.922665917,10,3.24E-09,,,,
F8a,0.922525309,10,1.04E-07,,,,
Mnd1,0.922384702,10,0.000393372,,,,
Msh3,0.922384702,10,0.000513371,,,,
Lrp5,0.922384702,10,0.000467013,,,,
Tspan33,0.922244094,10,2.45E-09,,,,
Dpy19l3,0.922103487,10,1.13E-06,,,,
Hoxa1,0.92196288,10,3.84E-13,,,,
Trp73,0.921822272,10,7.15E-11,,,,
Lhx2,0.921822272,10,2.82E-12,,,,
2700050L05Rik,0.921822272,10,0.000557542,,,,
Fam171a1,0.921259843,10,3.75E-08,,,,
Il17rb,0.921259843,10,1.29E-08,,,,
Msl3,0.920978628,10,0.000611063,,,,
Ttc8,0.920978628,10,2.32E-08,,,,
Padi4,0.920978628,10,1.46E-05,,,,
Tubb6,0.920978628,10,0.000472356,,,,
Tmem109,0.920978628,10,0.000236174,,,,
Atp2c1,0.920978628,10,0.000585502,,,,
Cdc42bpb,0.920978628,10,0.0005877,,,,
4921524J17Rik,0.920978628,10,0.000616776,,,,
Herpud2,0.92083802,10,0.000487839,,,,
Mtap9,0.920697413,10,2.39E-08,,,,
Immp1l,0.920697413,10,0.000583177,,,,
Pbld1,0.920697413,10,0.000628525,,,,
Lnx1,0.920556805,10,2.13E-05,,,,
Bbs7,0.920556805,10,2.17E-14,,,,
Grxcr2,0.920556805,10,3.52E-15,,,,
Phldb2,0.920416198,10,7.12E-07,,,,
Pstpip1,0.920416198,10,3.28E-11,,,,
Usp28,0.920416198,10,0.000602733,,,,
Nek1,0.920134983,10,0.000555876,,,,
Sufu,0.920134983,10,8.26E-09,,,,
Dcp1b,0.920134983,10,4.26E-08,,,,
Ccrn4l,0.919994376,10,0.000656686,,,,
Sort1,0.919853768,10,2.56E-07,,,,
Cyb5r2,0.919853768,10,1.50E-10,,,,
Cfh,0.919713161,10,2.17E-11,,,,
Rgs10,0.919572553,10,1.58E-08,,,,
Tmtc2,0.919431946,10,4.68E-07,,,,
Dfna5,0.919431946,10,2.22E-12,,,,
Myo19,0.919291339,10,0.000678476,,,,
8430429K09Rik,0.919291339,10,0.000606136,,,,
Pitpnm2,0.919150731,10,3.34E-07,,,,
Zfp952,0.919010124,10,0.000326216,,,,
Ccng2,0.919010124,10,5.83E-07,,,,
Zdhhc24,0.919010124,10,4.39E-05,,,,
Mxd1,0.918869516,10,8.20E-05,,,,
Abcb9,0.918869516,10,4.07E-10,,,,
A930015D03Rik,0.918728909,10,8.06E-08,,,,
Zfp612,0.918588301,10,1.79E-05,,,,
Fam187b,0.918588301,10,8.49E-12,,,,
Sh3kbp1,0.918447694,10,1.61E-06,,,,
Rabgap1l,0.918447694,10,2.15E-06,,,,
3110001I22Rik,0.918166479,10,0.000535161,,,,
Rcan1,0.917885264,10,0.000605531,,,,
Ezh1,0.917885264,10,0.000639437,,,,
Trafd1,0.917744657,10,0.000145595,,,,
Gimap9,0.917744657,10,2.91E-12,,,,
Rtkn2,0.917604049,10,8.02E-06,,,,
Trim40,0.917604049,10,1.56E-12,,,,
Pcolce2,0.917604049,10,1.12E-08,,,,
Cntn1,0.917604049,10,4.97E-11,,,,
Lsm1,0.917604049,10,0.000766259,,,,
Sestd1,0.917604049,10,9.94E-06,,,,
1810010H24Rik,0.917604049,10,5.50E-12,,,,
Ppp1r13b,0.917322835,10,0.000262708,,,,
E130311K13Rik,0.917322835,10,8.73E-05,,,,
Stxbp4,0.917182227,10,0.000138829,,,,
C030048B08Rik,0.91704162,10,0.000720435,,,,
Specc1l,0.91704162,10,0.000496568,,,,
Alg10b,0.916760405,10,0.000344265,,,,
Cyp7b1,0.916760405,10,9.86E-14,,,,
Gnat2,0.916760405,10,1.72E-09,,,,
Muc20,0.916760405,10,3.00E-17,,,,
Acvr1b,0.916760405,10,2.20E-08,,,,
Ero1lb,0.916619798,10,3.82E-06,,,,
4932415G12Rik,0.916619798,10,8.06E-08,,,,
1700015G11Rik,0.916619798,10,1.06E-16,,,,
Zbtb8b,0.916619798,10,2.11E-05,,,,
4930558C23Rik,0.916619798,10,2.36E-10,,,,
Clip4,0.91647919,10,2.06E-11,,,,
Kcng4,0.91647919,10,6.56E-12,,,,
Tgds,0.91647919,10,0.000351234,,,,
Hpse,0.916338583,10,9.67E-09,,,,
2410012M07Rik,0.916197975,10,1.66E-05,,,,
Arfip1,0.916057368,10,0.000842125,,,,
Il34,0.91591676,10,5.92E-06,,,,
Tmem47,0.91591676,10,2.60E-07,,,,
Lrriq1,0.915776153,10,5.17E-14,,,,
AW146154,0.915635546,10,0.000842978,,,,
Loh12cr1,0.915494938,10,0.000202402,,,,
Baiap2l1,0.915494938,10,0.000484062,,,,
Slc26a6,0.915494938,10,1.07E-08,,,,
Atp11a,0.915354331,10,0.000138025,,,,
Mapkbp1,0.915354331,10,0.000138025,,,,
Raph1,0.915354331,10,0.000801183,,,,
Nphp1,0.915213723,10,6.67E-10,,,,
Slc41a2,0.915073116,10,4.20E-07,,,,
Hif1a,0.915073116,10,0.000810775,,,,
Bcl9,0.914791901,10,6.55E-06,,,,
Rell1,0.914651294,10,0.000927479,,,,
Myo18a,0.914510686,10,0.000598017,,,,
Lypd3,0.914510686,10,2.59E-12,,,,
Gbf1,0.914510686,10,0.0009148,,,,
Iqsec2,0.914510686,10,1.62E-08,,,,
Vta1,0.914510686,10,0.000936642,,,,
Rab21,0.914370079,10,0.000678979,,,,
Hspa4l,0.914229471,10,3.11E-07,,,,
Cpne9,0.914229471,10,1.62E-05,,,,
Akap7,0.914229471,10,0.00070355,,,,
Abi3bp,0.913948256,10,3.65E-05,,,,
Hyls1,0.913807649,10,0.000265701,,,,
Zc3h3,0.913807649,10,0.000896876,,,,
Bend5,0.913385827,10,4.52E-06,,,,
Pdlim1,0.913385827,10,0.001010637,,,,
Srcrb4d,0.913385827,10,6.85E-05,,,,
Foxk1,0.913385827,10,0.000633306,,,,
Man1c1,0.913245219,10,1.93E-11,,,,
Elavl3,0.913245219,10,0.000201853,,,,
Cryl1,0.913245219,10,1.17E-07,,,,
Noxo1,0.913104612,10,7.47E-05,,,,
1700030J22Rik,0.913104612,10,9.57E-06,,,,
Kitl,0.912823397,10,9.98E-11,,,,
Fam18b,0.912823397,10,0.000993589,,,,
Dcaf7,0.912823397,10,0.001046104,,,,
Lrrc16a,0.912823397,10,0.000861463,,,,
Stk36,0.91268279,10,1.50E-08,,,,
Asap1,0.912542182,10,0.000112201,,,,
0610009L18Rik,0.912542182,10,3.96E-14,,,,
Gm904,0.912542182,10,4.23E-20,,,,
5730508B09Rik,0.912401575,10,2.48E-06,,,,
Cxcl14,0.912260967,10,2.17E-17,,,,
Sclt1,0.912260967,10,0.000286082,,,,
Mapre2,0.912260967,10,0.000420564,,,,
Phc1,0.911979753,10,0.000978382,,,,
Ccdc92,0.911979753,10,0.000335798,,,,
Rhof,0.911839145,10,5.92E-06,,,,
Cldn15,0.911698538,10,2.40E-13,,,,
8030462N17Rik,0.911698538,10,0.000424679,,,,
D330028D13Rik,0.911698538,10,0.000164057,,,,
Wdr37,0.911698538,10,0.001054385,,,,
Git1,0.911698538,10,0.001039189,,,,
Crybg3,0.91155793,10,0.000334455,,,,
Grina,0.911417323,10,0.000260687,,,,
Zfp212,0.911417323,10,0.000648115,,,,
Lysmd4,0.911136108,10,9.87E-05,,,,
Parp11,0.911136108,10,1.17E-07,,,,
Msrb3,0.910995501,10,0.000237358,,,,
Rab39b,0.910854893,10,1.22E-12,,,,
Cmtm8,0.910854893,10,1.20E-07,,,,
Tcfe3,0.910573678,10,0.00105648,,,,
Nfatc1,0.910573678,10,8.46E-06,,,,
Klhl18,0.910573678,10,0.000498851,,,,
Ifitm3,0.910292463,10,4.92E-05,,,,
Ccdc110,0.910011249,10,2.59E-14,,,,
Pde6d,0.910011249,10,0.000517871,,,,
Lca5,0.910011249,10,0.000203933,,,,
Zfp963,0.910011249,10,3.21E-07,,,,
Ube2w,0.909730034,10,0.001190925,,,,
Pvrl3,0.909730034,10,0.000249261,,,,
Epb4.1l4a,0.909730034,10,0.000146304,,,,
Amfr,0.909730034,10,0.001024164,,,,
Tbc1d2b,0.909589426,10,8.05E-05,,,,
Tdrd5,0.909448819,10,0.000265353,,,,
Snx9,0.909448819,10,0.001152277,,,,
Map4k5,0.909448819,10,0.001258642,,,,
Slc25a15,0.909448819,10,0.001227643,,,,
Trh,0.909308211,10,1.12E-07,,,,
2810403D21Rik,0.909308211,10,2.47E-06,,,,
Dcun1d1,0.909308211,10,0.001310444,,,,
Klc2,0.909167604,10,3.37E-06,,,,
Rgl2,0.909167604,10,0.000136655,,,,
Pbld2,0.908886389,10,5.41E-07,,,,
Fyco1,0.908886389,10,0.001059197,,,,
Zfp473,0.908605174,10,8.15E-07,,,,
Dip2c,0.908605174,10,0.000630344,,,,
Wdr13,0.908605174,10,0.000215586,,,,
Zcchc2,0.90832396,10,0.000872396,,,,
Jag2,0.90832396,10,1.80E-05,,,,
Fam40b,0.90832396,10,3.65E-06,,,,
Bglap,0.90832396,10,5.33E-05,,,,
C030046E11Rik,0.908183352,10,0.000510428,,,,
2610021K21Rik,0.908183352,10,1.02E-06,,,,
Ryk,0.908042745,10,0.001416334,,,,
Ccdc112,0.908042745,10,3.95E-07,,,,
Myo9b,0.908042745,10,0.001106427,,,,
1700023E05Rik,0.908042745,10,3.73E-14,,,,
Gm9999,0.908042745,10,1.30E-19,,,,
Crym,0.907902137,10,2.66E-08,,,,
Zfp956,0.90776153,10,0.000525072,,,,
Cept1,0.90776153,10,0.001440461,,,,
Lnx2,0.907620922,10,0.000656869,,,,
Cd209f,0.907480315,10,6.12E-15,,,,
Slc7a2,0.907339708,10,0.001050846,,,,
Zfp120,0.9071991,10,0.001377848,,,,
Car9,0.907058493,10,0.000198136,,,,
Dntt,0.906917885,10,9.09E-19,,,,
Slc38a8,0.906917885,10,6.30E-06,,,,
Amotl1,0.906777278,10,5.57E-06,,,,
Add3,0.90663667,10,0.000925495,,,,
Tmem30b,0.90663667,10,4.58E-07,,,,
Ksr1,0.906496063,10,4.48E-09,,,,
Tcea3,0.906074241,10,0.000711444,,,,
Tmem107,0.906074241,10,0.001214366,,,,
Rbfox2,0.906074241,10,0.001510112,,,,
Xlr,0.905933633,10,9.98E-08,,,,
Laptm5,0.905933633,10,2.29E-09,,,,
Aplf,0.905793026,10,0.00065318,,,,
Sertad3,0.905793026,10,7.60E-05,,,,
Fbxw17,0.905793026,10,8.89E-17,,,,
Gucy1b2,0.905652418,10,1.44E-12,,,,
Pstpip2,0.905511811,10,1.59E-06,,,,
Sema4d,0.905371204,10,0.000764614,,,,
Hpcal1,0.905371204,10,0.000298894,,,,
Fitm2,0.905371204,10,3.10E-05,,,,
Clip1,0.905230596,10,0.001518145,,,,
Bivm,0.905230596,10,2.34E-05,,,,
Pigf,0.905230596,10,0.001645045,,,,
Tbc1d22b,0.905089989,10,0.000856609,,,,
Slc6a15,0.905089989,10,9.67E-07,,,,
Gstm5,0.904949381,10,1.11E-07,,,,
Cdh3,0.904949381,10,3.53E-05,,,,
Tor3a,0.904949381,10,7.52E-06,,,,
Cd200,0.904949381,10,1.68E-06,,,,
Kctd13,0.904668166,10,0.000900437,,,,
Stat6,0.904527559,10,0.000692226,,,,
Tmem14a,0.904527559,10,3.96E-08,,,,
Cdh4,0.904527559,10,1.47E-06,,,,
Mff,0.904386952,10,0.001743079,,,,
Fut10,0.904246344,10,7.18E-07,,,,
Ppef1,0.904246344,10,1.82E-12,,,,
Gsdmc,0.904246344,10,5.81E-05,,,,
Rab3gap2,0.904246344,10,0.001801114,,,,
Cyb5b,0.904105737,10,0.001131318,,,,
Atad1,0.904105737,10,0.001694288,,,,
Ltc4s,0.903824522,10,4.46E-15,,,,
Slc48a1,0.903683915,10,7.64E-08,,,,
Chd9,0.903543307,10,0.000525316,,,,
Fam165b,0.903543307,10,0.001631424,,,,
Rapgef1,0.903262092,10,0.001234196,,,,
4930420K17Rik,0.903262092,10,0.001581935,,,,
LOC100616095,0.902980877,10,0.00049062,,,,
Wdr41,0.902980877,10,2.28E-09,,,,
Gm505,0.902980877,10,0.000387104,,,,
Vgll1,0.902699663,10,1.83E-07,,,,
Dock10,0.902559055,10,6.25E-06,,,,
Mael,0.902559055,10,1.46E-07,,,,
Pja1,0.902418448,10,0.000168936,,,,
Zfp192,0.902418448,10,6.20E-05,,,,
Eif2c3,0.902418448,10,0.001588997,,,,
Zfp3,0.90227784,10,7.10E-10,,,,
Emb,0.902137233,10,1.95E-07,,,,
Ss18l1,0.902137233,10,0.000269556,,,,
Atp2c2,0.902137233,10,7.45E-06,,,,
Scaper,0.901856018,10,0.001771879,,,,
Bahd1,0.901856018,10,0.000119441,,,,
Zkscan6,0.901574803,10,0.000776539,,,,
Tdrkh,0.901574803,10,4.14E-07,,,,
Fsd1l,0.901574803,10,5.59E-05,,,,
Ext1,0.901434196,10,0.001043671,,,,
Fam117a,0.901434196,10,0.000545533,,,,
Rcbtb2,0.901293588,10,1.30E-07,,,,
Secisbp2l,0.901293588,10,0.002131026,,,,
Edc4,0.901293588,10,0.002168369,,,,
Ccdc84,0.901152981,10,0.000369432,,,,
Tdrd7,0.901152981,10,1.44E-06,,,,
Fbxl21,0.901012373,10,2.04E-10,,,,
Rasl11b,0.901012373,10,5.53E-14,,,,
Lhpp,0.900731159,10,1.39E-07,,,,
1700030F18Rik,0.900590551,10,3.35E-12,,,,
Kcnma1,0.900309336,10,3.62E-08,,,,
Zfp595,0.900168729,10,7.43E-05,,,,
Btbd9,0.900028121,10,0.000838351,,,,
Arfgap3,0.900028121,10,1.11E-06,,,,
Lrig1,0.899887514,10,0.000722205,,,,
Gkap1,0.899887514,10,0.002370659,,,,
Naa30,0.899746907,10,0.00237161,,,,
Ulk4,0.899606299,10,2.47E-05,,,,
Hivep2,0.899606299,10,9.52E-07,,,,
Eras,0.899606299,10,9.17E-17,,,,
Eif2ak4,0.899325084,10,0.001064011,,,,
Itpk1,0.899325084,10,0.001910684,,,,
Hcfc2,0.899325084,10,1.63E-07,,,,
C630043F03Rik,0.899325084,10,2.99E-08,,,,
4732416N19Rik,0.899325084,10,9.75E-17,,,,
Tmem60,0.89904387,10,0.002489953,,,,
Rbm20,0.89904387,10,9.89E-06,,,,
Fbxl17,0.89904387,10,0.000643442,,,,
Pde9a,0.898903262,10,3.52E-07,,,,
Efcab7,0.898903262,10,5.71E-09,,,,
Bbs9,0.898762655,10,0.001436918,,,,
Ccdc138,0.898762655,10,0.000457139,,,,
Tmem181a,0.898762655,10,1.83E-06,,,,
Galnt6,0.898762655,10,0.002203178,,,,
Enox2,0.898622047,10,2.38E-08,,,,
Fndc3b,0.898622047,10,0.000524782,,,,
Thnsl1,0.898622047,10,7.92E-08,,,,
Fgf18,0.898200225,10,2.54E-19,,,,
Pigc,0.897637795,10,0.000213701,,,,
Pate4,0.897637795,10,2.69E-12,,,,
Plk4,0.897637795,10,0.002630098,,,,
Stk3,0.897637795,10,0.002361295,,,,
Zfp93,0.89735658,10,0.000109145,,,,
Colq,0.897075366,10,4.95E-09,,,,
Steap2,0.896653543,10,1.06E-06,,,,
Prdx2,0.896512936,10,0.002918222,,,,
LOC100503652,0.896512936,10,9.48E-06,,,,
Senp8,0.896512936,10,0.001281166,,,,
Btbd10,0.896512936,10,0.002765335,,,,
Camta1,0.896372328,10,0.001196995,,,,
Atp2b4,0.896372328,10,1.60E-06,,,,
Gdpd3,0.896231721,10,1.98E-14,,,,
Rhox1,0.896231721,10,1.12E-17,,,,
Herc3,0.896091114,10,0.000198136,,,,
Tyw1,0.896091114,10,0.002919893,,,,
Trim32,0.895950506,10,0.000213701,,,,
Fam84b,0.895950506,10,0.00113398,,,,
B3gnt4,0.895950506,10,4.50E-08,,,,
3110043O21Rik,0.895950506,10,3.03E-05,,,,
Trappc2,0.895950506,10,0.001882588,,,,
Tmem8b,0.895809899,10,1.93E-05,,,,
Tacc2,0.895669291,10,0.003026323,,,,
Nefh,0.895669291,10,4.42E-10,,,,
Myl4,0.895669291,10,4.42E-10,,,,
5930434B04Rik,0.895106862,10,0.000345277,,,,
Nr2c1,0.894966254,10,0.000164222,,,,
Fsd2,0.894966254,10,2.66E-06,,,,
Ntpcr,0.894825647,10,1.86E-05,,,,
Gcom1,0.894825647,10,3.19E-11,,,,
Scamp5,0.894544432,10,0.001457192,,,,
Setmar,0.894544432,10,5.32E-08,,,,
Sdcbp2,0.894403825,10,2.77E-05,,,,
Troap,0.894403825,10,0.001937928,,,,
Pole4,0.894263217,10,0.003337941,,,,
6720456H20Rik,0.894263217,10,8.77E-06,,,,
Cspg5,0.894263217,10,1.64E-06,,,,
Ripk2,0.894263217,10,2.92E-08,,,,
Pskh1,0.894263217,10,0.001338322,,,,
Haus4,0.894263217,10,0.003337941,,,,
Fbxo8,0.89412261,10,0.003188696,,,,
Mamdc2,0.893982002,10,1.69E-06,,,,
Tbc1d19,0.893982002,10,2.55E-05,,,,
1700066M21Rik,0.893982002,10,0.00021739,,,,
1700028I16Rik,0.893700787,10,2.14E-13,,,,
C87436,0.89356018,10,0.002712592,,,,
Svip,0.893419573,10,0.000664144,,,,
Cdc42bpa,0.893278965,10,0.002300165,,,,
Me1,0.893138358,10,0.003566422,,,,
Calcoco1,0.893138358,10,0.003074854,,,,
Scap,0.893138358,10,0.003491818,,,,
Tdrd3,0.893138358,10,0.00347354,,,,
Hist2h3c1,0.893138358,10,1.94E-07,,,,
Derl3,0.89299775,10,3.90E-05,,,,
Lhfp,0.892857143,10,6.00E-12,,,,
Cnn1,0.892857143,10,3.98E-16,,,,
Dem1,0.892716535,10,0.001287933,,,,
Rab27a,0.892716535,10,0.003080527,,,,
Zkscan5,0.892294713,10,0.001892659,,,,
Fpgt,0.892154106,10,1.23E-05,,,,
Dhrs1,0.892154106,10,0.002897032,,,,
Zfyve21,0.892154106,10,0.003240178,,,,
Dedd,0.892013498,10,0.003361533,,,,
Tmco6,0.891872891,10,0.001610981,,,,
Ptplad1,0.891732283,10,0.003710133,,,,
Npas2,0.891732283,10,4.35E-05,,,,
Bglap-rs1,0.891732283,10,0.000240879,,,,
Vps39,0.891732283,10,0.003723319,,,,
Mtss1l,0.891451069,10,4.48E-06,,,,
Pacsin1,0.891451069,10,1.95E-05,,,,
Eif2ak1,0.891451069,10,0.003938683,,,,
Slc35c1,0.891310461,10,0.002357473,,,,
Gm4975,0.891169854,10,0.001301742,,,,
Nfkbiz,0.891169854,10,4.02E-07,,,,
Spata17,0.891169854,10,1.02E-10,,,,
Psmf1,0.891169854,10,0.004004897,,,,
Runx1t1,0.891029246,10,0.004058287,,,,
Dhx57,0.890748031,10,0.003802484,,,,
Zfp61,0.890607424,10,0.000170664,,,,
Ggta1,0.890326209,10,0.002770704,,,,
Pla2g12b,0.890326209,10,9.45E-10,,,,
Aff3,0.890185602,10,8.95E-07,,,,
1700012A16Rik,0.890185602,10,3.47E-08,,,,
Slc16a13,0.890044994,10,0.00091437,,,,
Pcyox1,0.890044994,10,0.001492909,,,,
Asb4,0.890044994,10,2.76E-07,,,,
Ccdc109a,0.890044994,10,4.89E-08,,,,
Inca1,0.88976378,10,7.48E-07,,,,
Spryd3,0.88976378,10,0.003924363,,,,
Magi2,0.889623172,10,9.44E-05,,,,
Hamp,0.889623172,10,6.42E-10,,,,
Pan2,0.889482565,10,0.004450071,,,,
Hes6,0.889482565,10,1.80E-06,,,,
Nos1ap,0.889482565,10,9.64E-07,,,,
Socs6,0.889482565,10,0.004099489,,,,
Jakmip3,0.889341957,10,1.93E-08,,,,
Mapk1ip1,0.88920135,10,0.001392712,,,,
Josd1,0.88920135,10,0.003982855,,,,
Wdr19,0.88920135,10,5.42E-08,,,,
Cntrob,0.88920135,10,0.001626013,,,,
Mcm3ap,0.889060742,10,0.004322062,,,,
Pter,0.888920135,10,5.72E-06,,,,
Crls1,0.888920135,10,0.004613993,,,,
Tmco3,0.88863892,10,0.004414836,,,,
Zfp709,0.88863892,10,9.32E-05,,,,
Nfkb2,0.888357705,10,4.28E-06,,,,
Zcchc14,0.888357705,10,0.001286522,,,,
Phf2,0.888217098,10,2.29E-05,,,,
Frmd4a,0.88807649,10,6.20E-06,,,,
Zcchc3,0.88807649,10,0.004791039,,,,
Fbxo42,0.88807649,10,0.004775234,,,,
Efha1,0.887795276,10,0.002361295,,,,
Tti1,0.887795276,10,0.00490357,,,,
Ankrd26,0.887795276,10,0.001066322,,,,
Aph1c,0.887795276,10,6.37E-06,,,,
Slc44a2,0.887795276,10,0.003816893,,,,
Coq10b,0.887795276,10,0.004045052,,,,
Fpgs,0.887514061,10,0.004962335,,,,
Crtc1,0.887373453,10,0.000187736,,,,
Arhgef11,0.887373453,10,0.003021224,,,,
Tac2,0.887232846,10,1.67E-05,,,,
Sumf1,0.887092238,10,0.00068037,,,,
9130404H23Rik,0.887092238,10,1.89E-06,,,,
Skap2,0.887092238,10,0.004528472,,,,
Kif24,0.886951631,10,0.001619193,,,,
Gpr39,0.886951631,10,4.78E-15,,,,
Stau2,0.886811024,10,0.000447304,,,,
Zfp873,0.886529809,10,0.00111659,,,,
Ccdc60,0.886529809,10,2.75E-08,,,,
Zscan20,0.886248594,10,2.72E-05,,,,
Cdk17,0.886107987,10,0.004225784,,,,
Ogdhl,0.885967379,10,0.000420923,,,,
Hey1,0.885967379,10,5.56E-07,,,,
Polm,0.885967379,10,0.004396252,,,,
Gm3833,0.885826772,10,0.002376113,,,,
Fam102b,0.885826772,10,6.60E-09,,,,
Ing3,0.885545557,10,0.005648358,,,,
Mcph1,0.885404949,10,0.00565793,,,,
Tmcc1,0.885264342,10,0.002161187,,,,
Hbs1l,0.885264342,10,0.005713382,,,,
Spats2,0.885123735,10,0.005282096,,,,
Unk,0.884983127,10,0.003379801,,,,
Paox,0.884983127,10,0.001558553,,,,
Cpm,0.884983127,10,0.000676403,,,,
Lmo4,0.88484252,10,0.000194665,,,,
Pga5,0.884701912,10,6.70E-14,,,,
Pacsin2,0.884701912,10,0.005788348,,,,
Hdac8,0.884561305,10,1.71E-08,,,,
Fam120c,0.884561305,10,7.35E-06,,,,
Fam107b,0.884420697,10,0.003438759,,,,
Ric8b,0.884420697,10,0.000317214,,,,
Zfp784,0.884420697,10,2.42E-11,,,,
Ankrd32,0.884420697,10,0.005419107,,,,
Gpr180,0.88428009,10,0.000603715,,,,
Fry,0.88428009,10,0.000831349,,,,
Kif14,0.88428009,10,0.005842637,,,,
Isl2,0.884139483,10,1.67E-05,,,,
Wbp7,0.884139483,10,0.006125157,,,,
Trak1,0.884139483,10,0.006016433,,,,
Txndc5,0.884139483,10,0.00607346,,,,
Tert,0.883858268,10,2.96E-05,,,,
Fbxo7,0.883858268,10,0.001183212,,,,
Klhl9,0.88371766,10,0.005909885,,,,
3830431G21Rik,0.883155231,10,0.000302134,,,,
Mtss1,0.883155231,10,0.002540208,,,,
Birc2,0.883014623,10,0.005926559,,,,
Kalrn,0.883014623,10,0.005156361,,,,
Lmln,0.883014623,10,2.34E-06,,,,
Papss1,0.883014623,10,3.48E-06,,,,
Rap1gap2,0.882874016,10,4.69E-05,,,,
Cep110,0.882733408,10,0.001069115,,,,
Copg2,0.882733408,10,0.004082574,,,,
Aire,0.882733408,10,9.95E-09,,,,
Bglap2,0.882733408,10,0.000386478,,,,
1110021L09Rik,0.882452193,10,0.000253872,,,,
4833420G17Rik,0.882452193,10,0.006653385,,,,
Calr3,0.882311586,10,3.07E-06,,,,
Whsc1,0.882170979,10,0.006113598,,,,
Ammecr1,0.882170979,10,2.55E-06,,,,
Slc2a12,0.882030371,10,3.16E-06,,,,
Ccnj,0.882030371,10,0.005004781,,,,
Dip2a,0.881889764,10,3.52E-05,,,,
Trim11,0.881608549,10,0.002014529,,,,
Zfp27,0.881608549,10,5.89E-05,,,,
Sik2,0.881608549,10,2.77E-05,,,,
2410042D21Rik,0.881608549,10,0.006915051,,,,
Hirip3,0.881608549,10,0.007091589,,,,
Ralgapb,0.881467942,10,0.00662121,,,,
Ptk2b,0.881327334,10,5.62E-07,,,,
Ngly1,0.881327334,10,0.002861853,,,,
Tmc7,0.881327334,10,2.58E-08,,,,
Prss48,0.881327334,10,9.69E-12,,,,
Ccdc45,0.881186727,10,0.00564979,,,,
Tm7sf3,0.881186727,10,0.007034768,,,,
Nek7,0.881046119,10,0.003612384,,,,
Kcnn4,0.881046119,10,1.02E-11,,,,
Gm12942,0.881046119,10,0.004148657,,,,
Egf,0.880905512,10,2.57E-05,,,,
Ofd1,0.880905512,10,0.006624721,,,,
Rraga,0.880764904,10,0.007143744,,,,
Tsga10,0.880624297,10,4.46E-05,,,,
Wdr25,0.88048369,10,5.11E-05,,,,
Pcca,0.88048369,10,0.000931856,,,,
Spnb2,0.880202475,10,0.007640393,,,,
2310044G17Rik,0.880202475,10,0.000602842,,,,
Pde4dip,0.880202475,10,0.005081165,,,,
Arntl2,0.880061867,10,1.13E-05,,,,
Vezf1,0.87992126,10,0.006546733,,,,
Ccdc21,0.87992126,10,0.006794089,,,,
Cox6a2,0.879640045,10,6.02E-12,,,,
Snai3,0.879640045,10,8.71E-05,,,,
Sox6,0.879640045,10,5.50E-05,,,,
Apoo,0.879077615,10,0.007979326,,,,
Fam46c,0.879077615,10,0.006455996,,,,
Gnai1,0.879077615,10,0.003816171,,,,
Rapgefl1,0.878937008,10,0.006695848,,,,
Gab2,0.878515186,10,0.004219991,,,,
Trappc9,0.878515186,10,0.005877043,,,,
Ube2e2,0.878374578,10,1.27E-06,,,,
Etv1,0.878233971,10,8.07E-06,,,,
Ccdc15,0.878233971,10,0.001206437,,,,
Rtbdn,0.878233971,10,2.63E-08,,,,
Fastkd1,0.878233971,10,0.008603563,,,,
Lonrf1,0.877952756,10,0.001353308,,,,
Pcbd1,0.877812148,10,0.000112809,,,,
Lrrc27,0.877671541,10,1.92E-08,,,,
Iffo1,0.877671541,10,5.93E-06,,,,
Cep78,0.877671541,10,0.00633274,,,,
Krba1,0.877530934,10,3.48E-05,,,,
Tbc1d1,0.877530934,10,0.008075213,,,,
Ube2g1,0.877530934,10,0.008949459,,,,
Tmem38a,0.877390326,10,1.70E-05,,,,
Ehd4,0.877390326,10,0.009069478,,,,
Rab25,0.877249719,10,1.65E-07,,,,
Syt5,0.877109111,10,4.06E-07,,,,
1600027N09Rik,0.877109111,10,8.63E-05,,,,
Rassf1,0.877109111,10,0.007593276,,,,
Lama4,0.876968504,10,1.09E-05,,,,
Lyst,0.876827897,10,0.002226814,,,,
Pla2g7,0.876265467,10,0.000295773,,,,
Heatr5b,0.876265467,10,0.006884056,,,,
Bcorl1,0.876265467,10,0.00662121,,,,
Asf1a,0.876265467,10,0.009557663,,,,
Zfp652,0.876124859,10,0.003564802,,,,
Gyk,0.875984252,10,0.007085595,,,,
Zfp846,0.875984252,10,0.001932007,,,,
Wbp5,0.875843645,10,2.60E-06,,,,
Nup210,0.875703037,10,0.000491711,,,,
4930444A02Rik,0.875703037,10,0.000886802,,,,
Nxnl2,0.875703037,10,3.38E-10,,,,
Ganc,0.875703037,10,0.003352781,,,,
Vrk3,0.875421822,10,0.000752194,,,,
Sh2d4b,0.875421822,10,3.53E-10,,,,
Adar,0.875421822,10,0.008603563,,,,
